x1,x2,x3,A,event,FT,CC,obs.Y,tau,lambda,Y1,Y0,g.opt
1.577740559,3.26730601,-1.007654196,1,0,2.806094578,325348.521,-44739.06328,3,1.00E+05,-356285.2627,268723.579,0
-1.828086866,1.233359287,0.971416134,0,1,1.106865367,2090.764118,108595.7725,3,1.00E+05,219376.7581,106198.8293,1
-0.570752065,-0.563270965,0.482970559,1,1,0.688804891,1961.795598,66918.69348,3,1.00E+05,68318.63983,94900.51068,0
-0.708438424,0.899825307,1.465897008,1,1,2.758659277,56673.17323,219192.7545,3,1.00E+05,271926.5384,156002.6889,1
2.029016461,0.893891836,-0.083686026,0,0,1.930504425,11630.91133,181419.5312,3,1.00E+05,185374.9527,188053.5797,0
-0.481741636,1.786692398,1.020280991,1,1,6.133115934,62508.30508,237491.6949,3,1.00E+05,220204.3744,199674.5664,1
1.339285774,2.259602386,0.146086378,1,0,1.45305804,28864.59845,116441.2055,3,1.00E+05,73069.77594,142861.2382,0
2.169145681,-0.087280265,0.11017361,1,1,1.761726438,2258.854101,173913.7897,3,1.00E+05,169857.0833,179658.8145,0
0.409396083,1.056718326,0.832331467,0,1,1.619516845,7379.241337,154572.4432,3,1.00E+05,291493.6127,152159.6587,1
0.03969153,0.556438663,1.551978145,0,1,1.391062327,2373.053073,136733.1796,3,1.00E+05,179255.324,134267.7483,1
-0.343813371,2.800512971,0.694415343,1,0,10.38331798,341510.4326,-41510.4326,3,1.00E+05,46776.54404,261614.037,0
0.630276527,-0.282735375,0.664539192,1,1,1.14802995,894.0598563,113908.9352,3,1.00E+05,111215.0281,134560.8167,0
-0.34391226,2.761562021,0.834533973,1,0,8.249903001,57899.62866,242100.3713,3,1.00E+05,-43337.55785,273545.3655,0
-0.811209845,1.632844201,-0.913487957,1,1,4.120477341,58409.34732,241590.6527,3,1.00E+05,228840.474,140991.2046,1
-0.056942981,2.723906143,-0.890956463,1,0,12.50455167,69982.3324,230017.6676,3,1.00E+05,-34830.40124,239889.2969,0
1.206405098,-0.233537933,0.057772977,0,0,0.954188956,2943.498536,92475.39706,3,1.00E+05,94397.58479,91238.50615,1
1.037521446,0.927161371,0.407019149,1,0,0.018191157,79.29572391,1739.81999,3,1.00E+05,1687.103402,1653.815121,1
-1.050242563,0.757342684,0.417522505,1,1,2.040739318,13448.08353,190625.8483,3,1.00E+05,201646.4105,117170.6273,1
-1.797495488,0.71675144,-0.814299833,1,1,1.498024463,9702.955176,140099.4911,3,1.00E+05,140964.7992,96827.97406,1
-0.321059397,3.561774022,1.264347281,1,0,8.645484057,396823.4384,-96823.43839,3,1.00E+05,-274118.5194,255975.3391,0
0.708212248,1.333429361,-0.605340916,0,1,1.617913193,21140.07363,140651.2457,3,1.00E+05,266873.6041,154319.8751,1
-0.495264934,-0.931444197,-0.248956827,1,1,0.466616085,617.5496599,46044.05887,3,1.00E+05,46572.32028,79472.09283,0
1.616276288,1.07635838,0.481299982,1,0,1.819005185,53424.29985,128476.2186,3,1.00E+05,152058.573,174896.448,0
2.561227993,0.109979673,1.361744553,1,1,2.579000084,42307.02562,215592.9828,3,1.00E+05,246736.7321,237689.3038,1
-0.977418403,0.816704377,-0.358597535,0,1,1.013761712,1235.721252,100140.4499,3,1.00E+05,159700.4129,99568.50438,1
0.130812389,1.507606071,1.037574212,0,1,1.78997512,5083.929958,173913.5821,3,1.00E+05,265368.7501,161054.7007,1
-0.011815405,0.966427978,1.146302549,0,1,1.495103698,1591.763326,147918.6065,3,1.00E+05,244770.0893,147556.2634,1
-1.390950102,1.010528624,-0.488616657,0,1,0.976390081,1879.542607,95759.46554,3,1.00E+05,167431.1922,94656.27491,1
-0.622261712,1.254499634,-1.182700295,0,1,1.142967006,3014.802328,111281.8983,3,1.00E+05,206693.6334,113441.1695,1
-1.713393442,2.706071922,-0.738215014,1,0,8.41866088,105839.3136,194160.6864,3,1.00E+05,119100.8912,172991.9947,0
1.039269907,1.530444781,-1.088505734,1,0,3.886221045,30147.75014,269852.2499,3,1.00E+05,141138.0707,200737.3713,0
2.194391754,2.562331829,-0.037435221,0,1,3.332871942,20571.47021,279428.5298,3,1.00E+05,268379.4041,264373.8325,1
0.683113924,1.832461475,-0.201332539,1,0,4.754641189,42454.99557,257545.0044,3,1.00E+05,218248.1769,219732.1092,0
-0.273628128,0.983857399,0.31577598,0,1,1.312599067,2903.8959,128356.0108,3,1.00E+05,185460.2341,128913.3209,1
-0.113418347,-0.94878386,0.114166654,1,1,0.514184835,236.5264238,51181.95704,3,1.00E+05,50810.99914,89804.20031,0
-0.910787258,0.886950895,-0.846383355,0,1,0.999289734,1379.034536,98549.93883,3,1.00E+05,166945.1077,93739.78246,1
0.36891632,1.803798046,-0.384169075,1,0,4.440586906,31284.93458,268715.0654,3,1.00E+05,193585.6733,199249.9942,0
1.138006927,0.916630306,-1.160090195,1,1,3.116029645,88300.70077,211699.2992,3,1.00E+05,264870.146,171552.7142,1
0.817739261,1.579260986,0.389597426,0,1,1.966560132,1618.790631,195037.2226,3,1.00E+05,263316.498,188297.4593,1
-0.70302034,-0.175420528,-1.75432133,0,1,0.691658903,1259.347597,67906.54272,3,1.00E+05,61333.19527,68359.77214,0
1.13199212,2.420946498,0.10270735,0,1,2.619420496,11651.64645,250290.4031,3,1.00E+05,248360.1924,252434.1213,0
-0.211112027,0.472016351,-0.479540989,1,1,1.706830618,15908.02667,154775.0352,3,1.00E+05,167254.2607,126809.3235,1
0.295145071,-0.412516774,-1.123235033,0,1,0.837738298,2831.22951,80942.60025,3,1.00E+05,64096.45418,82561.1179,0
-2.052072814,0.824618339,2.628080711,1,1,2.213444753,16990.8759,204353.5994,3,1.00E+05,209215.2407,129699.8712,1
-0.028222508,0.433333302,1.009317779,1,1,1.984341752,5243.280898,193190.8943,3,1.00E+05,196975.6917,148626.8865,1
1.183484663,0.275218313,1.392847674,0,1,1.581774304,2877.075462,155300.3549,3,1.00E+05,181845.5391,151227.9837,1
-0.788091316,1.600597495,0.317854749,1,0,1.01940259,5910.503241,96029.75575,3,1.00E+05,92166.43923,96014.3386,0
-0.924344852,0.629322566,-0.56767038,0,1,0.948532488,2998.257952,91854.9908,3,1.00E+05,134727.0419,93274.79777,1
0.456810994,0.806733425,0.829088889,1,1,3.005161078,28979.34103,271020.659,3,1.00E+05,243220.0663,176770.5468,1
0.17477378,1.76228171,0.047803341,1,1,6.207688652,44179.05311,255820.9469,3,1.00E+05,259613.5244,213051.4809,1
-1.062215062,0.584831721,0.16788273,1,1,1.700111453,7759.178193,162251.9671,3,1.00E+05,167590.0255,115585.7116,1
-0.257517429,-0.67780119,-1.240161502,0,1,0.68464146,474.9801697,67989.16588,3,1.00E+05,45359.80238,67489.25497,0
-1.168202176,-1.294491775,-0.370262728,0,1,0.517361077,497.8311274,51238.27655,3,1.00E+05,23690.46472,51308.50965,0
-0.761312821,0.173137564,0.024853924,0,1,0.906797695,467.207111,90212.56237,3,1.00E+05,98196.21133,89116.92696,1
0.772342633,1.909952528,1.366516536,0,1,2.372883634,16336.94582,220951.4176,3,1.00E+05,202920.7457,231255.1385,0
-3.055862104,-0.256916605,1.06887453,1,1,0.585370726,84.55087306,58452.52174,3,1.00E+05,57536.9948,67203.02146,0
-1.927945756,1.193778612,0.826839675,1,1,2.641892633,58972.94479,205216.3185,3,1.00E+05,217616.4384,123866.1514,1
-1.059436906,2.157062186,0.431838387,1,1,7.189721417,28717.61917,271282.3808,3,1.00E+05,174131.9442,187720.0528,0
1.335294171,1.711305292,0.387278761,0,1,2.26863493,13718.23749,213145.2555,3,1.00E+05,255383.5919,219102.638,1
-0.404837541,1.520594991,2.58077984,1,1,5.729601415,165035.8336,134964.1664,3,1.00E+05,224080.5533,214055.5343,1
-1.922389553,1.985912364,0.844480587,1,1,5.404820692,24527.0955,275472.9045,3,1.00E+05,162780.674,156167.121,1
-0.749137326,-0.052530549,0.650352878,0,1,0.90433868,831.8953053,89601.97274,3,1.00E+05,86648.46613,89221.65094,0
2.218349265,-0.317447647,-0.780997083,0,1,1.310404477,1812.137275,129228.3104,3,1.00E+05,101821.0265,126465.0515,0
0.24357933,2.106632626,-0.017634397,0,1,1.971790896,9394.950302,187784.1393,3,1.00E+05,279302.3585,191055.0979,1
0.990870147,1.252801591,0.076559913,0,1,1.789024498,3961.072177,174941.3776,3,1.00E+05,262695.5567,170805.0818,1
-0.29537262,1.223361158,-1.539394968,1,1,2.968364184,27898.61442,268937.804,3,1.00E+05,283823.9495,136929.6667,1
0.562844868,-0.125380438,-0.077184291,1,1,1.211680393,1987.009138,119181.0301,3,1.00E+05,118827.2812,123392.9814,0
0.65353691,-0.148216101,0.983210951,1,1,1.343978153,1670.445866,132727.3694,3,1.00E+05,130487.1277,140723.929,0
0.681547318,1.388023554,-0.905948604,1,0,3.159805129,9806.935099,290193.0649,3,1.00E+05,274283.0364,189682.2366,1
2.059925229,2.602832573,0.135613487,0,0,0.496084905,11902.20128,37706.28927,3,1.00E+05,16167.52658,43032.26402,0
1.552772438,0.372229846,1.082253053,0,0,1.511422754,11585.01112,139557.2643,3,1.00E+05,138829.2173,142716.2129,0
0.065627141,1.517804344,1.17132763,0,1,1.796067395,6638.973375,172967.7662,3,1.00E+05,217829.4141,171770.7336,1
1.033924833,0.928860733,0.470966803,1,1,3.632264584,7874.085018,292125.915,3,1.00E+05,271103.6677,196450.4844,1
0.037523005,-0.002083673,0.623422065,1,1,1.307309883,3353.738098,127377.2502,3,1.00E+05,125257.9653,127019.7101,0
0.775920263,-0.832926246,1.677410522,1,1,0.797153105,2327.715222,77387.59528,3,1.00E+05,78414.55064,129410.0644,0
-1.651111552,0.115902505,-0.584157695,1,1,0.919131731,1484.335864,90428.83719,3,1.00E+05,90777.4792,84958.52562,1
0.567341535,2.741418564,-0.671729063,1,0,0.409225611,19487.16177,21435.39931,3,1.00E+05,-11378.02196,39287.56075,0
-1.061189814,0.842067427,3.072887995,1,1,2.865983353,17727.56225,268870.773,3,1.00E+05,260574.8647,163773.8234,1
-0.702986753,0.209331697,-1.249310358,1,1,1.130737575,463.9227908,112609.8347,3,1.00E+05,110184.075,96821.27268,1
1.01034019,0.170464092,0.687959101,0,1,1.379889158,5156.311077,132832.6047,3,1.00E+05,131760.5484,134865.5552,0
-0.035467471,0.670399599,-0.635400753,0,0,0.535098261,480.2426939,53029.58338,3,1.00E+05,49223.30684,49136.29991,1
1.047946134,2.070819735,0.027119385,0,1,2.301467783,29468.08117,200678.6971,3,1.00E+05,230810.3107,213143.7976,1
1.149473753,0.763948767,-2.931333615,0,1,1.180509375,1303.566296,116747.3712,3,1.00E+05,158949.7474,109021.596,1
0.714738653,0.968497527,-1.429326215,1,1,2.920231469,18873.37538,273149.7715,3,1.00E+05,273920.046,154848.9099,1
-0.228475376,1.365860683,0.391006964,0,1,1.496552046,5983.255987,143671.9486,3,1.00E+05,275520.5738,141344.3769,1
-0.469094081,1.098358537,-0.355925144,0,1,1.2215203,7437.042211,114714.9878,3,1.00E+05,225857.4629,117358.2367,1
-0.438436565,1.254380573,-0.329757947,1,1,3.347719634,5084.877551,294915.1224,3,1.00E+05,279068.9429,148498.2161,1
-0.61212908,1.009373328,-0.34605926,0,1,1.15694193,5268.55289,110425.6401,3,1.00E+05,199146.8228,105733.8079,1
-0.459219084,-0.346433508,-1.55839072,0,1,0.703552385,2388.505845,67966.73269,3,1.00E+05,57008.31851,70184.28703,0
2.446664259,1.48493545,0.443729275,1,1,7.925993575,62892.26107,237107.7389,3,1.00E+05,192790.6909,266139.8701,0
0.496629911,0.179351955,-0.120952416,1,1,1.566192477,241.9681694,156377.2795,3,1.00E+05,152361.3908,131827.4347,1
0.83506735,-1.708269082,-0.213851378,0,1,0.692911916,959.8709107,68331.32074,3,1.00E+05,24691.44757,68621.01457,0
-0.611269462,-0.180266832,-0.037203661,1,1,0.915564552,1263.069382,90293.3858,3,1.00E+05,91422.57634,101110.1345,0
-0.791817919,0.362317372,0.163210192,1,1,1.468208676,3998.011934,142822.8557,3,1.00E+05,145198.912,114604.3204,1
-0.975005214,2.235684301,-0.663166593,1,1,7.034299901,35366.72244,264633.2776,3,1.00E+05,280567.0629,172684.6345,1
1.887571548,0.209519315,-0.919081652,1,1,1.962410429,22992.4396,173248.6033,3,1.00E+05,185518.9674,170052.6247,1
-0.41326452,0.751446482,0.457940472,0,1,1.20752775,7656.013805,113096.7612,3,1.00E+05,183183.0928,118293.8235,1
0.509574813,1.790232182,-0.798560889,0,1,1.749147503,8535.547827,166379.2025,3,1.00E+05,206471.9845,170370.8283,1
-0.131544424,1.612453727,1.51550518,1,1,5.908842674,77036.52926,222963.4707,3,1.00E+05,146641.2063,187731.5549,0
0.233428351,-0.003789487,0.889823133,0,1,1.14400028,1604.764203,112795.2638,3,1.00E+05,109049.9754,113650.5496,0
-1.413063485,-0.130995897,-0.735232017,0,1,0.673387276,1724.6827,65614.04489,3,1.00E+05,61679.54235,66636.40392,0
-0.606239486,-0.212648027,-0.776168451,0,1,0.769003967,161.9880301,76738.40871,3,1.00E+05,64604.54748,76282.5462,0
1.209582635,1.303768358,-0.084238291,1,1,4.987247829,37618.33154,262381.6685,3,1.00E+05,190029.4984,215018.9923,0
0.176480544,0.448281778,-0.670467396,1,1,1.771280921,981.2043223,176146.8878,3,1.00E+05,158549.9503,128350.2226,1
1.400368876,0.066972691,-2.492633977,0,1,1.052219965,1586.867017,103635.1295,3,1.00E+05,108021.0408,101332.642,1
0.212948305,1.780133421,-0.574228593,0,1,1.680694042,8298.345301,159771.0589,3,1.00E+05,154807.7576,165070.7908,0
0.346036962,-0.623540098,-0.60551712,0,1,0.836602402,339.1597113,83321.08045,3,1.00E+05,57417.4749,83282.19613,0
-0.002955053,0.042479433,-1.215113184,1,1,1.123140928,1968.926219,110345.1666,3,1.00E+05,111648.1754,106988.1975,1
-0.741601124,0.364112646,-0.447517529,1,0,0.366742972,1496.925231,35177.37195,3,1.00E+05,34875.1283,34928.79218,0
0.23156513,1.245542469,-0.873904295,1,0,3.004735705,44101.65097,255898.349,3,1.00E+05,279904.4055,155941.99,1
0.927020805,1.855782277,1.356988859,1,1,8.946899931,59788.527,240211.473,3,1.00E+05,261120.4903,273871.6764,0
-1.154760138,1.074047343,-0.360451092,1,1,2.458731268,26193.86474,219679.2621,3,1.00E+05,220529.9077,116797.9248,1
0.580344147,1.536223125,-1.246389239,1,0,3.365246833,75727.73977,224272.2602,3,1.00E+05,289172.4707,182641.3012,1
-0.687280428,0.945539744,-0.74705528,0,1,1.074118483,2353.363943,105058.4844,3,1.00E+05,165692.6444,103722.5117,1
-0.265012951,1.601355396,0.742513459,1,1,5.27231008,14161.62898,285838.371,3,1.00E+05,125275.4998,199167.9003,0
0.067657823,-0.612221745,-1.327396003,1,1,0.624872527,464.1859631,62023.06678,3,1.00E+05,62371.70867,86006.87309,0
-1.084889497,0.858139593,-0.694168213,1,1,1.985619415,19133.15552,179428.786,3,1.00E+05,182579.2842,116712.943,1
0.888744701,2.555882338,-0.334884961,0,1,2.486870631,23823.59382,224863.4693,3,1.00E+05,165324.1707,234543.5943,0
-1.24795774,0.919891851,-0.25893249,1,1,2.122124838,12984.3444,199228.1394,3,1.00E+05,198057.9706,117178.0744,1
0.827887258,1.396332142,-1.289184424,1,1,4.452020049,36323.70399,263676.296,3,1.00E+05,255516.9151,191852.6927,1
-0.091908079,-0.260643464,-0.03604077,1,1,0.945005236,4249.498157,90251.02546,3,1.00E+05,93245.86609,108147.4933,0
-0.510883114,1.549829665,0.543502499,1,1,4.697452428,112617.9022,187382.0978,3,1.00E+05,280047.1055,183640.1541,1
0.191300892,1.804877465,-0.331147841,1,1,6.230989278,58435.67521,241564.3248,3,1.00E+05,250367.7841,192675.0011,1
0.277804501,1.614869243,-0.001097777,1,0,3.851449258,11356.29429,288643.7057,3,1.00E+05,211128.1405,204120.8016,1
0.444687351,0.490345679,-0.830172298,1,1,1.910244704,19038.73421,171985.7362,3,1.00E+05,179854.8955,135379.3615,1
-0.776261021,0.204172184,-0.528856666,0,1,0.863392212,3597.586688,82741.63455,3,1.00E+05,94992.56104,84238.84166,1
-1.500057239,1.931257189,0.463229958,0,1,1.384984162,3056.494114,135441.9221,3,1.00E+05,289113.2607,134977.2008,1
-0.90733244,0.348030587,-0.074158508,0,1,0.918996318,3012.252678,88887.37917,3,1.00E+05,107080.0128,90810.42504,1
1.74315007,-0.299020291,1.87405188,1,1,1.595068912,1470.284722,158036.6065,3,1.00E+05,157512.6839,186985.6269,0
1.218135342,1.757913448,-0.995137698,0,1,1.957146085,6772.570263,188942.0382,3,1.00E+05,171130.9569,190940.6061,0
0.453611624,0.571555024,-0.246945523,0,1,1.268067743,4945.268683,121861.5056,3,1.00E+05,165798.2818,121374.1722,1
-0.316830415,0.564709738,0.436604477,0,1,1.161494207,1458.527655,114690.8931,3,1.00E+05,157343.3659,115597.9156,1
-0.616174701,0.429259628,0.529478967,1,1,1.675391085,6002.761712,161536.3467,3,1.00E+05,156416.5483,127632.7595,1
-0.212870781,2.778592686,-0.247090709,1,0,3.894594053,204340.0953,95659.90474,3,1.00E+05,129022.1484,202120.6562,0
-0.370955353,-0.504720682,-0.962666521,1,1,0.653961802,1249.155429,64147.02474,3,1.00E+05,63040.29229,88025.47148,0
0.822837282,1.008787924,-0.357912716,1,1,3.444178161,60752.48274,239247.5173,3,1.00E+05,273303.9492,185086.0753,1
-1.975920841,0.634982434,-0.603213036,0,1,0.767197709,270.5760896,76449.19482,3,1.00E+05,107977.1656,75940.68552,1
-2.182746956,-0.137892016,-0.303003126,1,1,0.676412272,1605.023129,66036.2041,3,1.00E+05,66818.89588,72992.30166,0
-0.684540071,1.174880453,-0.780620907,1,1,2.836078541,16605.87475,267001.9793,3,1.00E+05,270190.6693,136260.5836,1
1.168771786,1.994241673,1.71815865,1,0,9.96468273,220076.9448,79923.05525,3,1.00E+05,191744.0312,276514.4302,0
0.23280393,1.607158759,1.252207182,1,1,6.160909343,51417.11372,248582.8863,3,1.00E+05,292298.5045,221571.8386,1
-0.438085185,2.276289213,1.143016023,0,1,2.033119533,5077.673363,198234.2799,3,1.00E+05,187155.3137,198930.6685,0
-1.296829761,0.946937627,0.50853968,0,1,1.078497969,1589.400487,106260.3964,3,1.00E+05,186924.2462,105391.8765,1
0.599487752,0.633618526,1.921053214,0,1,1.652168107,15487.87976,149728.9309,3,1.00E+05,203750.4977,160415.9952,1
-1.40557178,1.880730589,-1.546105597,1,1,4.292771726,49781.44751,250218.5525,3,1.00E+05,289089.7806,136096.9513,1
-1.043266704,0.955376936,1.920711189,0,1,1.310004875,3697.982953,127302.5046,3,1.00E+05,219033.93,128390.4048,1
-0.264209774,1.033950135,-0.381164122,0,1,1.245113479,2684.326262,121827.0216,3,1.00E+05,219656.8975,110259.5944,1
0.904885627,-0.091061882,-0.723648616,1,1,1.254398995,3224.583324,122215.3162,3,1.00E+05,124093.6915,130293.5035,0
-0.876582288,1.279258068,-0.177647865,1,0,2.800861169,64737.49164,215348.6252,3,1.00E+05,238802.9331,140803.3802,1
0.976247277,1.884788187,0.827743567,1,1,8.79631761,181226.6731,118773.3269,3,1.00E+05,233915.9216,257251.3959,0
-0.368044455,0.978925438,-2.261272636,1,1,2.184302901,8465.069739,209965.2204,3,1.00E+05,198414.1028,111646.7112,1
-1.049078189,1.173743644,-0.324605103,0,1,1.116107232,2821.060365,108789.6628,3,1.00E+05,162969.366,106422.0823,1
1.995245775,2.19940696,-2.555113406,0,1,2.233031105,21481.9973,201821.1132,3,1.00E+05,267093.9622,211208.3762,1
1.139258983,0.817622212,-2.061420289,0,1,1.306035785,917.7407602,129685.8378,3,1.00E+05,191577.3662,127361.8206,1
-1.233795502,-0.303307962,1.310848948,0,1,0.813290761,2638.663104,78690.41296,3,1.00E+05,67181.10966,80436.4116,0
-1.345174505,0.232645523,0.037742897,0,1,0.822450521,874.500683,81370.55147,3,1.00E+05,91880.92035,81720.23645,1
-1.540945241,1.051667279,-2.002052502,1,1,1.892892822,10080.39659,179208.8856,3,1.00E+05,181084.0791,97491.03029,1
-0.725528699,2.334251269,0.273879802,0,0,0.383899816,1192.001127,37197.98048,3,1.00E+05,32986.65982,36301.74651,0
1.785506505,0.435231291,-0.251979589,0,1,1.587995818,10569.8503,148229.7315,3,1.00E+05,197004.4842,149242.4652,1
0.817949349,0.338137168,-0.741030942,1,1,1.810875133,13649.39473,167438.1186,3,1.00E+05,179223.5117,144326.8425,1
0.160281265,1.336932837,0.393038618,1,1,4.369286257,53719.37156,246280.6284,3,1.00E+05,286535.5682,188732.3056,1
-0.614197384,0.552894573,0.324938552,1,1,1.835394591,7764.78588,175774.6732,3,1.00E+05,180531.6623,120362.5741,1
-0.77802185,1.030577989,0.026182172,0,1,1.169045079,1448.013997,115456.4939,3,1.00E+05,215323.6546,110409.858,1
-1.419423114,1.081753863,-2.3862206,0,1,0.820385831,370.4818186,81668.10129,3,1.00E+05,133684.0752,80028.24652,1
0.335252251,-0.423239092,0.306518031,0,1,0.971154728,6403.629672,90711.84314,3,1.00E+05,73658.68249,94811.15493,0
-1.574354698,1.225628149,-0.779716756,0,1,0.97515956,2738.339538,94777.61643,3,1.00E+05,200315.3168,91704.94285,1
-2.178561777,1.491314511,0.558627522,0,1,1.069878136,4051.33208,102936.4815,3,1.00E+05,215265.7779,105761.3154,1
0.976665627,0.253983105,-0.748745515,0,0,1.111685695,1656.570026,109511.9995,3,1.00E+05,108222.4198,106813.769,1
0.583590327,-0.391377504,0.566696597,0,0,0.007397319,8.028321198,731.7036211,3,1.00E+05,733.4869557,707.5905114,1
-0.287677165,1.217534546,0.392772582,1,1,3.587741573,43102.43511,256897.5649,3,1.00E+05,284838.0289,164540.1643,1
0.48348831,2.263484207,0.558088028,1,0,0.069437827,1717.098633,5226.684042,3,1.00E+05,1145.077586,5719.208241,0
1.692553675,1.183814645,-2.351600123,0,1,1.58169193,2580.596251,155588.5968,3,1.00E+05,261435.9713,151769.5649,1
2.022218786,1.060716263,0.784008487,1,1,5.142242365,46600.43575,253399.5642,3,1.00E+05,239843.2711,268189.7395,0
1.466557445,1.282400155,0.413549132,0,1,2.053173097,16630.02951,188687.2802,3,1.00E+05,262467.1,187414.2104,1
1.10423582,-0.082846904,-0.228113294,0,0,0.722851938,1346.743525,70938.45031,3,1.00E+05,69534.42708,69995.57856,0
-1.119896794,2.065004376,1.649206217,1,0,0.346672375,10964.10022,23703.13732,3,1.00E+05,31860.6219,32917.97337,0
1.512028563,0.25263262,0.673383027,0,1,1.56132341,5262.286392,150870.0546,3,1.00E+05,177942.0399,151591.3588,1
-0.296605674,-0.395904114,0.096645843,0,1,0.844992283,759.2022024,83740.02606,3,1.00E+05,65589.16577,81496.9868,0
-1.63875925,-0.428482227,-0.275811526,1,1,0.582185003,905.886665,57312.61365,3,1.00E+05,57686.93693,74197.42,0
-0.198922467,0.378134591,-0.281243307,0,1,1.046584027,3106.870077,101551.5326,3,1.00E+05,126659.6881,101275.8588,1
-0.643634464,0.62940308,-0.908728201,1,1,1.727824424,16375.06597,156407.3764,3,1.00E+05,156305.2924,115189.5324,1
-1.085641891,-0.352911141,1.382895248,0,1,0.831343514,383.4957822,82750.85559,3,1.00E+05,66464.22651,79466.35884,0
-0.172023228,-0.156871295,0.863500666,1,1,1.117128167,1739.983859,109972.8328,3,1.00E+05,106304.5238,118038.1664,0
0.704822364,0.539138008,-0.761923171,0,1,1.254219615,2275.55562,123146.4058,3,1.00E+05,168872.3235,124092.9327,1
0.734737933,1.390787748,0.810568639,1,0,5.001255287,25266.80989,274733.1901,3,1.00E+05,273681.62,223873.7981,1
-0.143751984,3.540191359,-1.883627017,0,1,2.327848171,41451.09524,191333.7219,3,1.00E+05,259139.8836,224513.0385,1
2.526939974,0.403731234,1.429345279,0,1,2.158561209,10712.45075,205143.6701,3,1.00E+05,254836.8415,208920.2413,1
-0.225781448,0.866080958,-1.275544,0,0,0.916509154,917.843838,90733.07161,3,1.00E+05,83992.21908,90879.37076,0
1.170105115,3.282955725,1.601775876,1,0,6.700039358,989770.042,-689770.042,3,1.00E+05,-295786.8822,277429.8007,0
1.265993722,0.972809801,1.894347202,0,1,2.08439033,6422.663079,202016.37,3,1.00E+05,219746.0475,202664.5348,1
-0.751121268,0.531498439,-1.599590376,1,1,1.445080896,5856.304309,138651.7853,3,1.00E+05,134728.5753,101677.5677,1
-0.917047641,1.573515142,-0.869818751,1,1,3.841151626,60256.98155,239743.0185,3,1.00E+05,237011.8392,142802.5878,1
-0.77999158,2.022641544,1.131176857,0,1,1.757534251,5642.947501,170110.4776,3,1.00E+05,233810.9864,170835.6913,1
0.756981154,1.761444993,-1.238549701,0,1,1.743639784,4395.4089,169968.5695,3,1.00E+05,151265.5964,164908.3777,0
0.705739343,-0.457498046,0.808572444,1,0,0.387962965,1385.525011,37410.77145,3,1.00E+05,38066.01248,38089.06252,0
-0.019845561,0.648227704,-0.982631502,0,1,1.096623648,3622.440701,106039.9241,3,1.00E+05,152721.5193,105186.4665,1
0.176389264,2.055236694,1.541241715,0,1,2.238873936,11721.53011,212165.8635,3,1.00E+05,230784.4305,211537.253,1
-0.170310134,0.040297627,3.331809161,1,1,1.708108732,4175.826253,166635.047,3,1.00E+05,166933.0062,160394.2504,1
-0.574000959,1.361570777,-0.668944954,1,1,3.468488862,23500.75813,276499.2419,3,1.00E+05,270112.0768,143211.0397,1
1.19555674,1.122935369,1.045030108,0,1,1.974854984,27180.31862,170305.1797,3,1.00E+05,277351.754,189295.2331,1
1.176999499,0.120677022,-0.782052934,1,1,1.593294566,883.2978053,158446.1588,3,1.00E+05,146307.5857,143059.8387,1
-0.103031209,1.967416446,-0.335214549,1,0,5.501500431,72353.1657,227646.8343,3,1.00E+05,264017.3637,206759.5111,1
-0.090943197,-0.309657982,0.128389168,0,1,0.906424883,797.8488241,89844.63945,3,1.00E+05,73428.37183,87109.02415,0
0.418427433,0.5150106,-2.876897907,0,1,0.951704088,1535.19316,93635.21567,3,1.00E+05,128157.2575,93848.45953,1
1.520977892,1.398172885,0.902863857,1,1,6.377891526,67027.88155,232972.1185,3,1.00E+05,253703.3491,247711.6094,1
-0.498974106,2.550183014,1.54386338,0,1,2.269697178,26226.46105,200743.2567,3,1.00E+05,187717.6447,213533.5784,0
-2.125122899,3.865587489,-0.189551859,1,0,7.887646356,106885.0072,193114.9928,3,1.00E+05,-32071.43239,245554.8648,0
1.305773324,-0.244526006,1.321298614,0,1,1.377026858,4787.267376,132915.4185,3,1.00E+05,117339.6407,137072.7036,0
-0.771221093,-0.836672437,-1.32782602,0,1,0.583898244,1179.885964,57209.93841,3,1.00E+05,35010.70123,55282.90036,0
-0.065315115,0.046032633,-0.515484843,0,0,0.229345722,749.1357286,22185.43646,3,1.00E+05,22213.09598,22790.97,0
0.659799304,2.485430431,-0.217080034,1,0,0.838510817,28650.74912,55200.33254,3,1.00E+05,446.9412247,80166.15166,0
-1.3349787,-0.776627467,0.528029985,0,1,0.639428173,1853.226102,62089.59122,3,1.00E+05,39649.27369,63838.22439,0
1.465829038,0.483688501,-0.172297889,0,1,1.523549133,10667.99313,141686.9202,3,1.00E+05,189478.9117,142729.7555,1
-0.093871728,1.805666133,0.645711849,0,1,1.799478102,2281.259045,177666.5511,3,1.00E+05,176436.4607,172552.0776,1
-2.467737029,0.768098998,-0.078420402,0,1,0.762647195,1106.330408,75158.3891,3,1.00E+05,116765.8291,75037.40269,1
-0.699438681,1.030576369,0.297273864,0,1,1.220197293,2500.147959,119519.5813,3,1.00E+05,221032.8496,119592.202,1
0.234711824,2.144136071,-0.895450604,1,1,8.06166224,40143.97084,259856.0292,3,1.00E+05,206388.3943,214939.9304,0
